10,0,0,0.000105
10,0,1,8.4e-05
10,0,2,8e-05
10,0,3,8.2e-05
10,0,4,8e-05
10,1,0,2.4e-05
10,1,1,2e-05
10,1,2,1.8e-05
10,1,3,1.8e-05
10,1,4,1.7e-05
10,2,0,2.7e-05
10,2,1,2.2e-05
10,2,2,1.9e-05
10,2,3,1.9e-05
10,2,4,1.8e-05
10,3,0,2.6e-05
10,3,1,2.1e-05
10,3,2,1.9e-05
10,3,3,1.8e-05
10,3,4,1.9e-05
10,4,0,2.7e-05
10,4,1,2.3e-05
10,4,2,2.1e-05
10,4,3,2.1e-05
10,4,4,2e-05
100,0,0,0.007311
100,0,1,0.006488
100,0,2,0.006609
100,0,3,0.005877
100,0,4,0.00578
100,1,0,0.001594
100,1,1,0.001597
100,1,2,0.001592
100,1,3,0.001594
100,1,4,0.001591
100,2,0,0.001703
100,2,1,0.00171
100,2,2,0.001699
100,2,3,0.001702
100,2,4,0.001716
100,3,0,0.001703
100,3,1,0.001747
100,3,2,0.001701
100,3,3,0.001711
100,3,4,0.001711
100,4,0,0.001816
100,4,1,0.001777
100,4,2,0.00181
100,4,3,0.00177
100,4,4,0.001769
1000,0,0,0.200652
1000,0,1,0.14758
1000,0,2,0.147472
1000,0,3,0.147395
1000,0,4,0.147516
1000,1,0,0.149197
1000,1,1,0.153144
1000,1,2,0.147313
1000,1,3,0.147435
1000,1,4,0.14752
1000,2,0,0.169421
1000,2,1,0.169587
1000,2,2,0.169527
1000,2,3,0.169524
1000,2,4,0.169439
1000,3,0,0.169505
1000,3,1,0.169561
1000,3,2,0.16964
1000,3,3,0.169442
1000,3,4,0.169503
1000,4,0,0.150108
1000,4,1,0.147636
1000,4,2,0.147494
1000,4,3,0.147427
1000,4,4,0.147422
10000,0,0,15.5302
10000,0,1,15.7752
10000,0,2,15.7909
10000,0,3,15.821
10000,0,4,18.2046
10000,1,0,19.4059
10000,1,1,17.9482
10000,1,2,17.9009
10000,1,3,18.0777
10000,1,4,18.1492
10000,2,0,17.9795
10000,2,1,18.1464
10000,2,2,18.0431
10000,2,3,17.9012
10000,2,4,17.9809
10000,3,0,18.1464
10000,3,1,18.1306
10000,3,2,17.9053
10000,3,3,17.9099
10000,3,4,18.1538
10000,4,0,18.646
10000,4,1,18.0035
10000,4,2,19.5398
10000,4,3,16.5379
10000,4,4,15.7835
100000,0,0,1898.08
100000,0,1,1837.18
100000,0,2,1828.05
100000,0,3,1833.96
100000,0,4,1834.04
100000,1,0,1833.85
100000,1,1,1813.14
100000,1,2,1834.4
100000,1,3,1834.16
100000,1,4,1834.32
100000,2,0,1834.13
100000,2,1,1834.11
100000,2,2,1819.67
100000,2,3,1838.64
100000,2,4,1834.07
100000,3,0,1816.65
100000,3,1,1812.5
100000,3,2,1835.48
100000,3,3,1833.93
100000,3,4,1834.03
100000,4,0,1790
100000,4,1,1817.08
100000,4,2,1686.93
100000,4,3,1835.09
100000,4,4,1642.75
