10,0,0,0.000460576
10,0,1,0.00031366
10,0,2,0.000429226
10,0,3,0.000308631
10,0,4,0.00024718
10,1,0,0.00367659
10,1,1,0.000327489
10,1,2,0.000305789
10,1,3,0.000314797
10,1,4,0.000355928
10,2,0,0.000592653
10,2,1,0.000353763
10,2,2,0.000305262
10,2,3,0.000286179
10,2,4,0.000283958
10,3,0,0.00024252
10,3,1,0.000431104
10,3,2,0.00271813
10,3,3,0.000214279
10,3,4,0.000272483
10,4,0,0.000210234
10,4,1,0.000155127
10,4,2,0.000148976
10,4,3,0.0001609
10,4,4,0.000105062
100,0,0,0.00824955
100,0,1,0.00298024
100,0,2,0.00158179
100,0,3,0.0015606
100,0,4,0.00233502
100,1,0,0.00545653
100,1,1,0.00216967
100,1,2,0.00213443
100,1,3,0.00214315
100,1,4,0.00211359
100,2,0,0.0108176
100,2,1,0.00417638
100,2,2,0.00372794
100,2,3,0.004235
100,2,4,0.00374029
100,3,0,0.00442574
100,3,1,0.00145332
100,3,2,0.00144617
100,3,3,0.00145769
100,3,4,0.00144318
100,4,0,0.00306896
100,4,1,0.00115845
100,4,2,0.00146841
100,4,3,0.00123955
100,4,4,0.00126835
1000,0,0,0.0847511
1000,0,1,0.0602703
1000,0,2,0.0584563
1000,0,3,0.0561698
1000,0,4,0.0560628
1000,1,0,0.109064
1000,1,1,0.0978832
1000,1,2,0.0978236
1000,1,3,0.0982227
1000,1,4,0.0978693
1000,2,0,0.204316
1000,2,1,0.196416
1000,2,2,0.196634
1000,2,3,0.196508
1000,2,4,0.19732
1000,3,0,0.0736506
1000,3,1,0.0681062
1000,3,2,0.0680923
1000,3,3,0.0680264
1000,3,4,0.0680911
1000,4,0,0.0601082
1000,4,1,0.0577364
1000,4,2,0.0558518
1000,4,3,0.061561
1000,4,4,0.0619036
10000,0,0,8.12319
10000,0,1,8.88526
10000,0,2,11.2908
10000,0,3,8.96798
10000,0,4,11.5859
10000,1,0,8.15951
10000,1,1,8.18465
10000,1,2,9.47446
10000,1,3,11.7373
10000,1,4,10.4248
10000,2,0,9.63459
10000,2,1,10.8571
10000,2,2,10.9367
10000,2,3,10.7316
10000,2,4,8.1516
10000,3,0,8.26494
10000,3,1,11.6774
10000,3,2,11.1511
10000,3,3,9.61539
10000,3,4,11.5716
10000,4,0,10.7809
10000,4,1,10.1813
10000,4,2,11.3088
10000,4,3,8.99948
10000,4,4,11.63
100000,0,0,1025.56
100000,0,1,1023.01
100000,0,2,990.133
100000,0,3,1009.97
100000,0,4,1004.19
100000,1,0,1028.27
100000,1,1,1017.66
100000,1,2,1023.23
100000,1,3,1023.59
100000,1,4,1023.61
100000,2,0,1027.25
100000,2,1,1021.33
100000,2,2,1043.03
100000,2,3,1042.43
100000,2,4,1039.61
100000,3,0,1026.29
100000,3,1,1032.7
100000,3,2,1023.86
100000,3,3,1025.77
100000,3,4,1039.44
100000,4,0,1034.04
100000,4,1,1037.52
100000,4,2,1020.99
100000,4,3,1018.85
100000,4,4,1024.83
