10,0,0,0.000151384
10,0,1,3.1645e-05
10,0,2,2.7933e-05
10,0,3,2.7366e-05
10,0,4,2.6781e-05
10,1,0,0.0209576
10,1,1,0.0117395
10,1,2,0.0113291
10,1,3,1.883e-05
10,1,4,1.6155e-05
10,2,0,0.0249155
10,2,1,0.0287377
10,2,2,0.0212165
10,2,3,0.011144
10,2,4,3.8744e-05
10,3,0,0.0110602
10,3,1,0.0106681
10,3,2,0.00751613
10,3,3,0.00532843
10,3,4,1.1787e-05
10,4,0,0.00734314
10,4,1,0.00844273
10,4,2,0.00131095
10,4,3,1.0367e-05
10,4,4,9.17801e-06

100,0,0,0.0116413
100,0,1,0.00513596
100,0,2,0.00108939
100,0,3,0.00108583
100,0,4,0.00111653
100,1,0,0.0121095
100,1,1,0.0088232
100,1,2,0.00102514
100,1,3,0.00109055
100,1,4,0.00104004
100,2,0,0.0220389
100,2,1,0.0119729
100,2,2,0.0080095
100,2,3,0.00204648
100,2,4,0.00207971
100,3,0,0.00812604
100,3,1,0.00317214
100,3,2,0.000710565
100,3,3,0.000724943
100,3,4,0.000760551
100,4,0,0.00318548
100,4,1,0.000583723
100,4,2,0.000608145
100,4,3,0.00058093
100,4,4,0.000581515
1000,0,0,0.0644591
1000,0,1,0.0588416
1000,0,2,0.0617616
1000,0,3,0.061071
1000,0,4,0.0630353
1000,1,0,0.0785299
1000,1,1,0.0724502
1000,1,2,0.0712521
1000,1,3,0.0715075
1000,1,4,0.0714137
1000,2,0,0.216093
1000,2,1,0.173218
1000,2,2,0.0811224
1000,2,3,0.0626113
1000,2,4,0.0587481
1000,3,0,0.0790759
1000,3,1,0.0714288
1000,3,2,0.0713406
1000,3,3,0.0715199
1000,3,4,0.0728672
1000,4,0,0.0719872
1000,4,1,0.0707809
1000,4,2,0.0713698
1000,4,3,0.0720163
1000,4,4,0.0721914
10000,0,0,10.4056
10000,0,1,10.9353
10000,0,2,11.9884
10000,0,3,9.78612
10000,0,4,11.5882
10000,1,0,10.2614
10000,1,1,11.6834
10000,1,2,11.9948
10000,1,3,9.79744
10000,1,4,11.9856
10000,2,0,8.46227
10000,2,1,8.49153
10000,2,2,12.3995
10000,2,3,10.2468
10000,2,4,11.1924
10000,3,0,12.0565
10000,3,1,10.6393
10000,3,2,8.41736
10000,3,3,8.43544
10000,3,4,8.45994
10000,4,0,10.3853
10000,4,1,11.0352
10000,4,2,12.0339
10000,4,3,10.5879
10000,4,4,8.40135
100000,0,0,1056.45
100000,0,1,1071.94
100000,0,2,1042.68
100000,0,3,1058.46
100000,0,4,1059.54
100000,1,0,1060.99
100000,1,1,1072.86
100000,1,2,1067.23
100000,1,3,1061.87
100000,1,4,1065.31
100000,2,0,1077.06
100000,2,1,1075.65
100000,2,2,1068.35
100000,2,3,1086.45
100000,2,4,1069.62
100000,3,0,1077.01
100000,3,1,1068.03
100000,3,2,1072.13
100000,3,3,1083.34
100000,3,4,1079.78
100000,4,0,1067.72
100000,4,1,1076.56
100000,4,2,1082.66
100000,4,3,1073.03
100000,4,4,1080.02
